ID,Subject id,Kingdom,Subphylum,Class,Order,Family,Genus,% identity
OTU448,KX842352,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Erysiphaceae,g__Podosphaera,99.104
OTU26,MN922399,k__Fungi,p__Basidiomycota,c__Microbotryomycetes,o__Sporidiobolales,f__Sporidiobolaceae,g__Sporobolomyces,99.246
OTU257,MH664947,k__Fungi,p__Basidiomycota,c__Ustilaginomycetes,o__Ustilaginales,f__Ustilaginaceae,g__Sporisorium,99.786
OTU858,MK018902,k__Fungi,p__Chytridiomycota,c__Spizellomycetes,o__Spizellomycetales,f__unclassified,g__unclassified,100
OTU397,MK018283,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Didymellaceae,g__Ascochyta,100
OTU45,JQ964235,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Corticiales,f__Corticiaceae,g__Waitea,98.945
OTU617,DQ355455,k__Fungi,p__Basidiomycota,c__Pucciniomycetes,o__Pucciniales,f__Pucciniaceae,g__Puccinia,99.497
OTU43,MK018284,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Cryptococcaceae,g__Cryptococcus(Fungi),100
OTU118,EUK1693091,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Rhizoglomus,98.429
OTU105,MK018256,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Eurotiales,f__Aspergillaceae,g__Aspergillus,100
OTU1067,MK018813,k__Fungi,p__Basidiomycota,c__Malasseziomycetes,o__Malasseziales,f__Malasseziaceae,g__Malassezia,100
OTU161,EUK1693666,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Rhizoglomus,98.123
OTU53,MK018254,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Pleosporaceae,g__Stemphylium,100
OTU91,MH862087,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Lasiosphaeriaceae,g__Schizothecium,99.415
OTU15,MH860258,k__Fungi,p__Basidiomycota,c__Ustilaginomycetes,o__Ustilaginales,f__Ustilaginaceae,g__Ustilago,99.579
OTU166,EUK1693006,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Rhizoglomus,98.254
OTU599,MK018707,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Botryosphaeriales,f__Botryosphaeriaceae,g__Botryosphaeria,100
OTU1140,MK018967,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Eurotiales,f__Aspergillaceae,g__Penicillium,100
OTU173,MK018257,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Myrotheciomycetaceae,g__Emericellopsis,100
OTU121,EUK0121991,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__unclassified,g__unclassified,91.74
OTU27,MK018216,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Pleosporaceae,g__Alternaria,100
OTU158,MK018288,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Venturiales,f__Sympoventuriaceae,g__Ochroconis,100
OTU351,AJ301970,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Mycosphaerellales,f__Mycosphaerellaceae,g__Ramularia,99.102
OTU64,MK018246,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Onygenales,f__Onygenaceae,g__Leucothecium,100
OTU73,EUK1011721,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Chaetomiaceae,g__Trichocladium,99.128
OTU80,MK018291,k__Fungi,p__Chytridiomycota,c__Spizellomycetes,o__Spizellomycetales,f__unclassified,g__unclassified,100
OTU51,EUK1694296,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Rhizoglomus,98.025
OTU86,MK926786,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Chaetomiaceae,g__Acrophialophora,99.71
OTU153,MK018351,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Auriculariales,f__Auriculariaceae,g__Auricularia,100
OTU355,HF970315,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Funneliformis,99.005
OTU25,EUK0109152,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__unclassified,g__unclassified,97.681
OTU65,MK018201,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Chaetomiaceae,g__Corynascus,100
OTU100,MK018251,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Stachybotryaceae,g__Albifimbria,100
OTU319,MK018430,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Entolomataceae,g__Entoloma,100
OTU23,KC305348,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Stachybotryaceae,g__Stachybotrys,99.727
OTU82,MK018213,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,g__Fusarium,100
OTU9,MK018192,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Polyporales,f__Irpicaceae,g__Gloeoporus,100
OTU136,MK018277,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Auriculariales,f__unclassified,g__unclassified,100
OTU358,MK018399,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Stephanosporaceae,g__Cristinia,100
OTU77,KR232517,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Sporormiaceae,g__Preussia,97.965
OTU81,HG327983,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Lasiosphaeriaceae,g__Schizothecium,97.329
OTU22,MK018193,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Periconiaceae,g__Periconia,100
OTU17,MK018181,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Chaetomiaceae,g__Acrophialophora,100
OTU322,MK018244,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,g__Fusarium,100
OTU277,EUK1676939,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Dominikia,98.939
OTU584,MH071133,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Boletales,f__Pisolithaceae,g__Pisolithus,98.771
OTU78,MK018268,k__Fungi,p__Chytridiomycota,c__Spizellomycetes,o__Spizellomycetales,f__unclassified,g__unclassified,100
OTU402,HG327983,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Lasiosphaeriaceae,g__Schizothecium,99.407
OTU160,KC427074,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Pyrenochaetopsidaceae,g__Pyrenochaetopsis,98.827
OTU68,MK018233,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Filobasidiales,f__Piskurozymaceae,g__Solicoccozyma,100
OTU109,MK018236,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Bionectriaceae,g__Geosmithia,100
OTU94,MK018245,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Glomerellales,f__Plectosphaerellaceae,g__Gibellulopsis,100
OTU13,HQ115714,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Sporormiaceae,g__Preussia,99.422
OTU142,MT706011,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Helotiaceae,g__Xylogone,99.419
OTU8,MK018187,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Polyporales,f__Irpicaceae,g__Gloeoporus,100
OTU28,KP147962,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Chaetomiaceae,g__Acrophialophora,98.837
OTU106,MK018215,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Podosporaceae,g__Podospora,100
OTU35,MK018189,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,g__Fusarium,100
OTU7,KT804022,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Pleosporaceae,g__Ulocladium,99.711
OTU41,MK018199,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,g__Fusarium,100
OTU56,MK018228,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Auriculariales,f__Oliveoniaceae,g__Oliveonia,100
OTU34,MK018197,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Stachybotryaceae,g__Achroiostachys,100
OTU12,MK018184,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Eurotiales,f__Trichocomaceae,g__Talaromyces,100
OTU31,EUK1010812,Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Chaetomiaceae,g__Chaetomium,99.42
OTU32,MK018183,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,g__Fusarium,100
OTU19,EUK1105059,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Sarocladiaceae,g__Sarocladium,99.443
OTU59,AB470856,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Chaetomiaceae,g__Thielavia,98.841
OTU40,MK018206,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Bionectriaceae,g__Acremonium,100
OTU20,MK018191,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Xylariales,f__Diatrypaceae,g__Monosporascus,100
OTU11,MK018203,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Didymellaceae,g__Epicoccum,100
OTU6,EUK1012206,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,g__Gibberella,99.415
OTU16,LT841208,Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,g__Fusarium,99.12
OTU4,MK018177,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Pleosporaceae,g__Alternaria,100
OTU29,EUK1008472,k__Viridiplantae,p__Tracheophyta,c__Angiospermae,o__Caryophyllales,f__Chenopodiaceae,g__Chenopodium,99.471
OTU18,MK018179,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,g__Fusarium,100
OTU5,MK018176,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Bionectriaceae,g__Acremonium,100
OTU1,GCA_004917925,k__Fungi,Ascomycota,c__Dothideomycetes,o__Dothideales,f__Cladosporiaceae,g__Cladosporium,99.705
OTU2,MN452555,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Phaeosphaeriaceae,g__Setophoma,99.408
OTU42,MK018232,k__Fungi,p__Mucoromycota,c__Mucoromycetes,o__Mucorales,f__Mucoraceae,g__Actinomucor,100
